Number of mail,Accuracy
5,"0,054945054945054944"
6,"0,054945054945054944"
7,"0,08791208791208792"
8,"0,07692307692307693"
9,"0,32967032967032966"
10,"0,38461538461538464"
11,"0,3956043956043956"
12,"0,3956043956043956"
13,"0,38461538461538464"
14,"0,4065934065934066"
15,"0,4065934065934066"
16,"0,4065934065934066"
17,"0,4175824175824176"
18,"0,3516483516483517"
19,"0,3516483516483517"
20,"0,3956043956043956"
21,"0,3626373626373626"
22,"0,34065934065934067"
23,"0,3516483516483517"
24,"0,46153846153846156"
25,"0,4725274725274725"
26,"0,4725274725274725"
27,"0,6153846153846154"
28,"0,6153846153846154"
29,"0,6263736263736264"
30,"0,4835164835164835"
31,"0,4835164835164835"
32,"0,4945054945054945"
33,"0,5494505494505495"
34,"0,5604395604395604"
35,"0,5604395604395604"
36,"0,5604395604395604"
37,"0,5054945054945055"
38,"0,5054945054945055"
39,"0,5054945054945055"
40,"0,5054945054945055"
41,"0,5054945054945055"
42,"0,5054945054945055"
43,"0,5054945054945055"
44,"0,5054945054945055"
45,"0,5054945054945055"
46,"0,5054945054945055"
47,"0,5054945054945055"
48,"0,4945054945054945"
49,"0,4945054945054945"
50,"0,5934065934065934"
51,"0,6373626373626373"
52,"0,6263736263736264"
53,"0,6483516483516484"
54,"0,6483516483516484"
55,"0,6483516483516484"
56,"0,6483516483516484"
57,"0,5714285714285714"
58,"0,5054945054945055"
59,"0,4945054945054945"
60,"0,5054945054945055"
61,"0,5054945054945055"
62,"0,5054945054945055"
63,"0,5054945054945055"
64,"0,5164835164835165"
65,"0,5164835164835165"
66,"0,5164835164835165"
67,"0,5164835164835165"
68,"0,5494505494505495"
69,"0,5604395604395604"
70,"0,6153846153846154"
71,"0,6153846153846154"
72,"0,6263736263736264"
73,"0,6153846153846154"
74,"0,5604395604395604"
75,"0,5494505494505495"
76,"0,5384615384615384"
77,"0,5384615384615384"
78,"0,5494505494505495"
79,"0,5714285714285714"
80,"0,5714285714285714"
81,"0,6043956043956044"
82,"0,5604395604395604"
83,"0,5494505494505495"
84,"0,5714285714285714"
85,"0,5714285714285714"
86,"0,5714285714285714"
87,"0,5714285714285714"
88,"0,5714285714285714"
89,"0,5714285714285714"
90,"0,5824175824175825"
91,"0,6043956043956044"
92,"0,6043956043956044"
93,"0,6153846153846154"
94,"0,6153846153846154"
95,"0,6153846153846154"
96,"0,6483516483516484"
97,"0,6263736263736264"
98,"0,6483516483516484"
99,"0,6483516483516484"
100,"0,6483516483516484"
101,"0,6373626373626373"
102,"0,6263736263736264"
103,"0,6263736263736264"
104,"0,6263736263736264"
105,"0,6263736263736264"
106,"0,6263736263736264"
107,"0,6263736263736264"
108,"0,6263736263736264"
109,"0,6263736263736264"
110,"0,6263736263736264"
111,"0,6263736263736264"
112,"0,6263736263736264"
113,"0,6263736263736264"
114,"0,6263736263736264"
115,"0,6263736263736264"
116,"0,6263736263736264"
117,"0,6263736263736264"
118,"0,6263736263736264"
119,"0,6263736263736264"
120,"0,6263736263736264"
121,"0,6263736263736264"
122,"0,6263736263736264"
123,"0,6263736263736264"
