Number of mail,Accuracy
5,"0,03296703296703297"
6,"0,06593406593406594"
7,"0,08791208791208792"
8,"0,08791208791208792"
9,"0,34065934065934067"
10,"0,4175824175824176"
11,"0,4175824175824176"
12,"0,5824175824175825"
13,"0,5934065934065934"
14,"0,5934065934065934"
15,"0,5934065934065934"
16,"0,5384615384615384"
17,"0,5494505494505495"
18,"0,34065934065934067"
19,"0,34065934065934067"
20,"0,34065934065934067"
21,"0,3076923076923077"
22,"0,3076923076923077"
23,"0,3076923076923077"
24,"0,3076923076923077"
25,"0,3076923076923077"
26,"0,31868131868131866"
27,"0,27472527472527475"
28,"0,27472527472527475"
29,"0,2857142857142857"
30,"0,2857142857142857"
31,"0,2857142857142857"
32,"0,2857142857142857"
33,"0,2857142857142857"
34,"0,2857142857142857"
35,"0,2857142857142857"
36,"0,27472527472527475"
37,"0,2857142857142857"
38,"0,3076923076923077"
39,"0,31868131868131866"
40,"0,32967032967032966"
41,"0,32967032967032966"
42,"0,34065934065934067"
43,"0,34065934065934067"
44,"0,3516483516483517"
45,"0,3516483516483517"
46,"0,3516483516483517"
47,"0,3516483516483517"
48,"0,3516483516483517"
49,"0,3516483516483517"
50,"0,3516483516483517"
51,"0,38461538461538464"
52,"0,38461538461538464"
53,"0,38461538461538464"
54,"0,38461538461538464"
55,"0,38461538461538464"
56,"0,37362637362637363"
57,"0,37362637362637363"
58,"0,37362637362637363"
59,"0,37362637362637363"
60,"0,37362637362637363"
61,"0,37362637362637363"
62,"0,37362637362637363"
63,"0,37362637362637363"
64,"0,38461538461538464"
65,"0,38461538461538464"
66,"0,38461538461538464"
67,"0,38461538461538464"
68,"0,38461538461538464"
69,"0,38461538461538464"
70,"0,3956043956043956"
71,"0,3956043956043956"
72,"0,3956043956043956"
73,"0,3956043956043956"
74,"0,4065934065934066"
75,"0,42857142857142855"
76,"0,42857142857142855"
77,"0,42857142857142855"
78,"0,42857142857142855"
79,"0,42857142857142855"
80,"0,42857142857142855"
81,"0,6373626373626373"
82,"0,6373626373626373"
83,"0,6483516483516484"
84,"0,6483516483516484"
85,"0,6483516483516484"
86,"0,6483516483516484"
87,"0,6483516483516484"
88,"0,6483516483516484"
89,"0,6483516483516484"
90,"0,6483516483516484"
91,"0,6483516483516484"
92,"0,6483516483516484"
93,"0,6483516483516484"
94,"0,6483516483516484"
95,"0,6483516483516484"
96,"0,6593406593406593"
97,"0,6593406593406593"
98,"0,6593406593406593"
99,"0,6483516483516484"
100,"0,6483516483516484"
101,"0,6373626373626373"
102,"0,6373626373626373"
103,"0,6373626373626373"
104,"0,6373626373626373"
105,"0,6373626373626373"
106,"0,6373626373626373"
107,"0,6373626373626373"
108,"0,6373626373626373"
109,"0,6373626373626373"
110,"0,6373626373626373"
111,"0,6373626373626373"
112,"0,6373626373626373"
113,"0,6373626373626373"
114,"0,6373626373626373"
115,"0,6373626373626373"
116,"0,6263736263736264"
117,"0,6263736263736264"
118,"0,6263736263736264"
119,"0,6373626373626373"
120,"0,6373626373626373"
121,"0,6373626373626373"
122,"0,6373626373626373"
123,"0,6373626373626373"
124,"0,6373626373626373"
125,"0,6373626373626373"
126,"0,6373626373626373"
127,"0,6373626373626373"
128,"0,6373626373626373"
129,"0,6483516483516484"
130,"0,6483516483516484"
131,"0,6373626373626373"
132,"0,6263736263736264"
133,"0,6263736263736264"
134,"0,6373626373626373"
135,"0,6373626373626373"
136,"0,6373626373626373"
137,"0,6373626373626373"
138,"0,6373626373626373"
139,"0,6373626373626373"
140,"0,6373626373626373"
141,"0,6483516483516484"
142,"0,6483516483516484"
143,"0,6483516483516484"
144,"0,6483516483516484"
145,"0,6483516483516484"
146,"0,6483516483516484"
147,"0,6483516483516484"
148,"0,6483516483516484"
149,"0,6483516483516484"
150,"0,6483516483516484"
151,"0,6483516483516484"
152,"0,6483516483516484"
153,"0,6483516483516484"
154,"0,6483516483516484"
155,"0,6483516483516484"
156,"0,6703296703296703"
157,"0,6703296703296703"
158,"0,6813186813186813"
159,"0,6813186813186813"
160,"0,6813186813186813"
161,"0,6813186813186813"
162,"0,6813186813186813"
163,"0,6813186813186813"
164,"0,6813186813186813"
165,"0,6813186813186813"
166,"0,6813186813186813"
167,"0,6813186813186813"
168,"0,6813186813186813"
169,"0,6813186813186813"
170,"0,6813186813186813"
171,"0,6703296703296703"
172,"0,6703296703296703"
173,"0,6703296703296703"
174,"0,6703296703296703"
175,"0,6703296703296703"
176,"0,6703296703296703"
177,"0,6703296703296703"
178,"0,6703296703296703"
179,"0,6703296703296703"
180,"0,6703296703296703"
181,"0,6703296703296703"
182,"0,6703296703296703"
183,"0,6703296703296703"
184,"0,6703296703296703"
185,"0,6703296703296703"
186,"0,6703296703296703"
187,"0,6703296703296703"
188,"0,6703296703296703"
189,"0,6703296703296703"
190,"0,6703296703296703"
191,"0,6703296703296703"
192,"0,6703296703296703"
193,"0,6703296703296703"
194,"0,6703296703296703"
195,"0,6703296703296703"
196,"0,6703296703296703"
197,"0,6703296703296703"
198,"0,6703296703296703"
199,"0,6703296703296703"
200,"0,6703296703296703"
201,"0,6703296703296703"
202,"0,6813186813186813"
203,"0,6813186813186813"
204,"0,6813186813186813"
205,"0,6813186813186813"
206,"0,6813186813186813"
207,"0,6813186813186813"
208,"0,6813186813186813"
209,"0,6813186813186813"
210,"0,6813186813186813"
211,"0,6813186813186813"
212,"0,6813186813186813"
213,"0,6813186813186813"
214,"0,6813186813186813"
215,"0,6813186813186813"
216,"0,6813186813186813"
217,"0,6813186813186813"
218,"0,6813186813186813"
219,"0,6703296703296703"
220,"0,6703296703296703"
221,"0,6813186813186813"
222,"0,6923076923076923"
223,"0,6813186813186813"
224,"0,6813186813186813"
225,"0,6813186813186813"
226,"0,6813186813186813"
227,"0,6813186813186813"
228,"0,6703296703296703"
229,"0,6703296703296703"
230,"0,6813186813186813"
231,"0,6813186813186813"
232,"0,6813186813186813"
233,"0,6813186813186813"
234,"0,6813186813186813"
235,"0,6813186813186813"
236,"0,6923076923076923"
237,"0,6813186813186813"
238,"0,6813186813186813"
239,"0,6813186813186813"
240,"0,6813186813186813"
241,"0,6813186813186813"
242,"0,6813186813186813"
243,"0,6813186813186813"
244,"0,6813186813186813"
245,"0,6813186813186813"
246,"0,6813186813186813"
247,"0,6813186813186813"
248,"0,6813186813186813"
249,"0,6923076923076923"
250,"0,6813186813186813"
251,"0,6923076923076923"
252,"0,6923076923076923"
253,"0,6923076923076923"
254,"0,6923076923076923"
255,"0,6923076923076923"
256,"0,6923076923076923"
257,"0,6923076923076923"
258,"0,7032967032967034"
259,"0,7032967032967034"
260,"0,7032967032967034"
261,"0,7032967032967034"
262,"0,7142857142857143"
263,"0,7142857142857143"
264,"0,7142857142857143"
265,"0,7142857142857143"
266,"0,7142857142857143"
267,"0,7142857142857143"
268,"0,7142857142857143"
269,"0,7142857142857143"
270,"0,7142857142857143"
271,"0,7142857142857143"
272,"0,7142857142857143"
273,"0,7142857142857143"
274,"0,7252747252747253"
275,"0,7252747252747253"
276,"0,7252747252747253"
